,SERIAL_NO,DICT_NO,C_NO,SCC,NO_P,FC,TSP_EMI,PM_EMI,X_BLANK1,PM25_EMI,SOX_EMI,NOX_EMI,THC_EMI,NMHC_EMI,CO_EMI,PB_EMI,COMP_KIND1,WGS84_E,WGS84_N,ORI_QU1,X_BLANK2,DIA,X_BLANK3,HEI,X_BLANK4,TEMP,X_BLANK5,VEL,ASSUME_Q,ASSUME_D,ASSUME_H,ASSUME_T,ASSUME_V,NO_S,ASSUME_HD,HD1,ASSUME_DW,DW1,ASSUME_WY,WY1,X_BLANK6,X_BLANK7,X_BLANK8,X_BLANK9,X_BLANK10,X_BLANK11,EQ_1,A_NAME1,EQ_2,A_NAME2,EQ_3,A_NAME3,EQ_4,A_NAME4,EQ_5,A_NAME5,TSP_EFF,TSP_EFF1,SOX_EFF,NOX_EFF,VOC_EFF,CO_EFF,PB_EFF,ID_AREA,COMP_NAM,ZS,TSP_RANK,SOX_RANK,NOX_RANK,VOC_RANK,CO_RANK,PB_RANK,鄉鎮代碼,鄉鎮名稱,縣市代碼,縣市名稱,AREA,TOWNID,TOWNCODE,TOWNENG,COUNTYID,COUNTYCODE
450,25240,211,E5600841,30200733,EEB3,,0.127,0.081,0.0,0.065,0.0,0.0,0.0,0.0,9.372,0.0,2411,120.34988,22.55428,202.1,,1.2,,27.5,,193,,5.5,,,,,,PEB3,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
451,25241,211,E5600841,30200733,EEB4,,0.0,0.0,0.0,0.0,0.0,1.966,0.0,0.0,0.0,0.0,2411,120.34988,22.55428,202.1,,1.2,,27.5,,193,,5.5,,,,,,PEB3,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
452,25242,211,E5600841,,EEC1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35234,22.55332,15.0,,1.2,,19.0,,120,,0.2,*,,,*,*,PEC1,*,24,*,7,*,48,,0,,,0,0,AEC1,脈動式袋式集塵器,,　,,　,,　,,　,97.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
453,25243,211,E5600841,,EEC2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35152,22.55497,15.0,,0.85,,15.0,,120,,0.4,*,,,*,*,PEC2,*,24,*,7,*,48,,0,,,0,0,AEC2,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
454,25244,211,E5600841,,EEC3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35152,22.55497,15.0,,0.85,,15.0,,120,,0.4,*,,,*,*,PEC2,*,24,*,7,*,48,,0,,,0,0,AEC2,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
455,25245,211,E5600841,,TEC2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35152,22.55497,15.0,,0.85,,15.0,,120,,0.4,*,,,*,*,PEC2,*,24,*,7,*,48,,0,,,0,0,AEC2,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
456,25246,211,E5600841,,TEC3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35152,22.55497,15.0,,0.85,,15.0,,120,,0.4,*,,,*,*,PEC2,*,24,*,7,*,48,,0,,,0,0,AEC2,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
457,25247,211,E5600841,,TEC4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35152,22.55497,15.0,,0.85,,15.0,,120,,0.4,*,,,*,*,PEC2,*,24,*,7,*,48,,0,,,0,0,AEC2,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
458,25248,211,E5600841,,TEC5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35152,22.55497,15.0,,0.85,,15.0,,120,,0.4,*,,,*,*,PEC2,*,24,*,7,*,48,,0,,,0,0,AEC2,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
459,25249,211,E5600841,,TEC6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35152,22.55497,15.0,,0.85,,15.0,,120,,0.4,*,,,*,*,PEC2,*,24,*,7,*,48,,0,,,0,0,AEC2,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
460,25250,211,E5600841,,TEC7,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35152,22.55497,15.0,,0.85,,15.0,,120,,0.4,*,,,*,*,PEC2,*,24,*,7,*,48,,0,,,0,0,AEC2,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,C,C,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
461,25251,211,E5600841,,EEC5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35147,22.55499,15.0,,2.9,,41.2,,120,,0.0,*,,,*,*,PEC3,*,24,*,7,*,48,,0,,,0,0,AEC3,過瀘器,,　,,　,,　,,　,90.0,0.0,0.0,0.0,90.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
462,25252,211,E5600841,,EED1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35065,22.55433,15.0,,0.89,,49.5,,120,,0.4,*,,,*,*,PED1,*,24,*,7,*,48,,0,,,0,0,AED1,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
463,25253,211,E5600841,,EED2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35238,22.55312,15.0,,1.94,,49.4,,120,,0.1,*,,,*,*,PED2,*,24,*,7,*,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
464,25254,211,E5600841,,EED3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35079,22.55445,15.0,,1.3,,23.0,,120,,0.2,*,,,*,*,PED3,*,24,*,7,*,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
465,25255,211,E5600841,,EEF1,,0.008,0.005,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35065,22.55433,15.0,,0.89,,49.5,,120,,0.4,*,,,*,*,PEF1,*,24,*,7,*,48,,0,,,0,0,AEF1,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
466,25256,211,E5600841,,EEF2,,0.048,0.034,0.0,0.029,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35186,22.55344,15.0,,1.94,,49.4,,120,,0.1,*,,,*,*,PEF2,*,24,*,7,*,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
467,25257,211,E5600841,,EEF6,,0.016,0.011,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35272,22.55336,15.0,,1.4,,31.7,,120,,0.2,*,,,*,*,PEF3,*,24,*,7,*,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
468,25258,211,E5600841,,EEG1,,0.027,0.017,0.0,0.014,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35601,22.55622,15.0,,0.79,,25.0,,120,,0.5,*,,,*,*,PEG1,,24,,6,,48,,0,,,0,0,AEG1,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
469,25259,211,E5600841,,EEG2,,0.078,0.055,0.0,0.046,0.0,6.435,0.496,0.359,0.107,0.0,2411,120.35658,22.55665,207.9,,1.33,,28.0,,226,,5.0,,,,,,PEG2,,24,,6,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
470,25260,211,E5600841,,AEG2,,0.0,0.0,0.0,0.0,0.0,0.758,0.0,0.0,0.0,0.0,2411,120.35443,22.55509,15.0,,1.55,,28.0,,120,,0.1,*,,,*,*,PEG3,*,24,*,7,*,48,,0,,,0,0,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,-,-,A,-,-,-,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
471,25261,211,E5600841,30200733,EEG4,,0.122,0.086,0.0,0.073,0.0,2.356,0.496,0.359,1.817,0.0,2411,120.35443,22.55509,15.0,,1.55,,28.0,,120,,0.1,*,,,*,*,PEG3,,24,,6,,48,,0,,,0,0,AEG2,廢氣焚化爐,,　,,　,,　,,　,0.0,0.0,0.0,0.0,87.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
472,25262,211,E5600841,30200733,EEH1,,0.382,0.268,0.0,0.228,0.0,7.893,0.0,0.0,0.561,0.0,2411,120.3543,22.55573,1115.5,,2.0,,32.1,,175,,10.7,,,,,,PEH1,,24,,6,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
473,25263,211,E5600841,30200733,EEH2,,0.106,0.054,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35614,22.55707,15.0,,0.98,,32.1,,120,,0.3,*,,,*,*,PEH2,,24,,6,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
474,25264,211,E5600841,30200733,EEH3,,0.175,0.134,0.0,0.096,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35506,22.5563,15.0,,1.28,,20.0,,120,,0.2,*,,,*,*,PEH3,,24,,6,,48,,0,,,0,0,AEH2,其他袋式集塵器,,　,,　,,　,,　,99.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
475,25265,211,E5600841,30200733,EEH4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34796,22.55435,15.0,,0.8,,26.5,,120,,0.5,*,,,*,*,PEH4,,24,,6,,48,,0,,,0,0,AEH3,洗滌器,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
476,25266,211,E5600841,20100801,EEH8,FUL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34796,22.55435,30.0,,0.8,,26.5,,120,,1.0,*,,,*,*,PEH4,,24,,6,,48,,0,,,0,0,AEH3,洗滌器,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
477,25267,211,E5600841,,TEH1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34796,22.55435,15.0,,0.8,,26.5,,120,,0.5,*,,,*,*,PEH4,*,24,*,7,*,48,,0,,,0,0,AEH3,洗滌器,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
478,25268,211,E5600841,,TEH2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34796,22.55435,15.0,,0.8,,26.5,,120,,0.5,*,,,*,*,PEH4,*,24,*,7,*,48,,0,,,0,0,AEH3,洗滌器,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
479,25269,211,E5600841,,TEH3,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34796,22.55435,15.0,,0.8,,26.5,,120,,0.5,*,,,*,*,PEH4,*,24,*,7,*,48,,0,,,0,0,AEH3,洗滌器,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
480,25270,211,E5600841,,TEH4,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34796,22.55435,15.0,,0.8,,26.5,,120,,0.5,*,,,*,*,PEH4,*,24,*,7,*,48,,0,,,0,0,AEH3,洗滌器,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
481,25271,211,E5600841,,TEH5,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34796,22.55435,15.0,,0.8,,26.5,,120,,0.5,*,,,*,*,PEH4,*,24,*,7,*,48,,0,,,0,0,AEH3,洗滌器,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
482,25272,211,E5600841,,TEH6,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.34796,22.55435,15.0,,0.8,,26.5,,120,,0.5,*,,,*,*,PEH4,*,24,*,7,*,48,,0,,,0,0,AEH3,洗滌器,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,U,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
483,25273,211,E5600841,30200733,EEI1,,0.398,0.274,0.0,0.228,0.0,0.525,0.001,0.0,0.434,0.0,2411,120.35646,22.558,100.7,,0.72,,30.0,,256,,8.8,,,,,,PEI1,,24,,6,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
484,25274,211,E5600841,30200733,EEI2,,0.493,0.36,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35695,22.55743,15.0,,1.9,,25.0,,120,,0.1,*,,,*,*,PEI2,,24,,6,,48,,0,,,0,0,AEI1,靜電集塵器,,　,,　,,　,,　,90.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,D,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
485,25275,211,E5600841,30402201,EH11,,0.004,0.002,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35633,22.54637,15.0,,1.7,,40.0,,120,,0.1,*,,,*,*,PH11,,24,,7,,48,,0,,,0,0,AH11,洗滌塔,,　,,　,,　,,　,50.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
486,25276,211,E5600841,30402201,EH12,,0.016,0.011,0.0,0.01,3.979,25.089,0.0,0.0,43.56,0.0,2411,120.35611,22.54621,667.3,,2.0,,45.0,,280,,8.7,,,,,,PH12,,24,,7,,48,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
487,25277,211,E5600841,30402201,EH31,,0.054,0.035,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35624,22.54443,15.0,,0.8,,47.0,,120,,0.5,*,,,*,*,PH31,,24,,7,,49,,0,,,0,0,AH31,洗滌塔,,　,,　,,　,,　,85.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
488,25278,211,E5600841,39000702,EH32,,2.143,1.381,0.0,0.979,33.278,40.357,0.0,0.0,0.0,0.001,2411,120.35624,22.54421,1296.5,,2.4,,47.0,,202,,10.1,,,,,,PH32,,24,,7,,49,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
489,25279,211,E5600841,39000702,EH33,,0.0,0.0,0.0,0.0,0.17,0.117,0.0,0.0,0.0,0.0,2411,120.35764,22.54444,39.3,,0.6,,47.0,,189,,4.2,,,,,,PH33,,24,,7,,49,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
490,25280,211,E5600841,30402201,EH34,,0.111,0.071,0.0,0.051,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35828,22.54444,15.0,,1.01,,47.0,,120,,0.3,*,,,*,*,PH34,,24,,7,,49,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,U,U,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
491,25281,211,E5600841,,EH51,,0.0,0.0,0.0,0.0,1.918,4.035,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
492,25282,211,E5600841,,EH52,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
493,25283,211,E5600841,,EH53,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
494,25284,211,E5600841,,EH54,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
495,25285,211,E5600841,,EH55,,0.044,0.031,0.0,0.026,0.0,0.0,0.0,0.0,0.127,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
496,25286,211,E5600841,,EH56,,0.044,0.031,0.0,0.026,0.0,0.0,0.0,0.0,0.127,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
497,25287,211,E5600841,,EH57,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
498,25288,211,E5600841,,EH58,,0.044,0.031,0.0,0.026,0.0,0.0,0.0,0.0,0.127,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
499,25289,211,E5600841,,EH59,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
500,25290,211,E5600841,,EH5A,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
501,25291,211,E5600841,,EH5B,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
502,25292,211,E5600841,,EH5C,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
503,25293,211,E5600841,,EH5D,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2411,120.35474,22.54986,1053.3,,1.49,,30.0,,108,,14.5,,,,,,PH51,,24,,7,,52,,0,,,0,0,,　,,　,,　,,　,,　,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EC,中國鋼鐵股份有限公司。,0,B,A,A,D,C,D,211,小港區,2,高雄市,高雄市小港區,E11,64000110,Xiaogang District,E,64000
